Year,Month,Chamber,CO2,Nitrogen,Treatment,Depth,SampleID,SO4,Cl,Salinity
2012,September,5,1,1,4,80,L5-80,8.412467249,281.158048,18.01049041
2012,September,6,0,0,1,20,L6-20,4.161032439,147.2220085,9.430795501
2012,September,6,0,0,1,40,L6-40,7.350499064,240.7289704,15.42067849
2012,September,6,0,0,1,80,L6-80,7.123636931,286.1628632,18.33108961
2012,September,7,0,0,1,20,L7-20,7.326887087,216.0583949,13.84032707
2012,September,7,0,0,1,40,L7-40,7.762517155,277.8738223,17.80010899
2012,September,7,0,0,1,80,L7-80,12.78306925,308.6189083,19.76958232
2012,September,8,1,0,3,20,L8-20,10.62298815,300.2230917,19.23176184
2012,September,8,1,0,3,40,L8-40,7.689176544,260.7567391,16.7036203
2012,September,8,1,0,3,80,L8-80,6.899756706,287.7150409,18.43051925
2012,September,9,1,0,3,20,L9-20,9.785046787,259.703385,16.6361444
2012,September,9,1,0,3,40,L9-40,9.487517155,286.7505557,18.36873611
2012,September,9,1,0,3,80,L9-80,8.555286962,309.2016953,19.80691458
2012,September,10,0,1,2,20,L10-20,7.855941984,277.1490155,17.75367921
2012,September,10,0,1,2,40,L10-40,5.671160324,194.0225472,12.42875144
2012,September,10,0,1,2,80,L10-80,9.778287586,342.2187137,21.92192369
2012,September,11,0,1,2,20,L11-20,9.053621335,301.2020395,19.29447143
2012,September,11,0,1,2,40,L11-40,4.913296943,155.2792779,9.946929273
2012,September,11,0,1,2,80,L11-80,7.106154086,197.6146798,12.6588568
2012,September,12,1,1,4,20,L12-20,8.216319401,264.8249224,16.9642206
2012,September,12,1,1,4,40,L12-40,6.072997505,161.0243554,10.31494831
2012,September,12,1,1,4,80,L12-80,4.753094198,160.1015599,10.25583574
2012,September,13,1,0,3,20,L13-20,11.03883344,308.6868717,19.77393593
2012,September,13,1,0,3,40,L13-40,4.535667498,142.9848265,9.159369465
2012,September,13,1,0,3,80,L13-80,4.168331254,168.8657819,10.81725558
2012,September,14,0,1,2,20,L14-20,7.323973799,264.7251142,16.95782708
2012,September,14,0,1,2,40,L14-40,3.337676232,137.3105472,8.795885632
2012,September,14,0,1,2,80,L14-80,5.181272614,171.7580903,11.00253151
2012,September,15,1,1,4,20,L15-20,8.141668746,275.8502962,17.67048565
2012,September,15,1,1,4,40,L15-40,6.611855895,165.1547616,10.57953449
2012,September,15,1,1,4,80,L15-80,4.277255147,154.3284598,9.886021627
2012,September,16,0,0,1,20,L16-20,14.66235496,416.9680705,26.71022921
2012,September,16,0,0,1,40,L16-40,6.451815346,159.0376615,10.18768438
2012,September,16,0,0,1,80,L16-80,5.640542732,166.7528237,10.68190339
2012,September,17,0,0,1,20,L17-20,8.162925764,279.5923611,17.9101954
2012,September,17,0,0,1,40,L17-40,3.687950717,123.9638279,7.940919484
2012,September,17,0,0,1,80,L17-80,4.54602932,144.737653,9.271652289
2012,September,18,1,1,4,20,L18-20,3.736375546,222.9533399,14.28200449
2012,September,18,1,1,4,40,L18-40,3.615639426,135.3248914,8.668688192
2012,September,18,1,1,4,80,L18-80,3.082691828,154.4870635,9.896181485
2012,September,19,1,0,3,20,L19-20,3.814681847,230.2242793,14.74776741
2012,September,19,1,0,3,40,L19-40,3.250508422,130.2439944,8.343215327
2012,September,19,1,0,3,80,L19-80,2.755929507,163.5599831,10.47737593
2012,September,20,0,1,2,20,L20-20,10.60932938,343.4976559,22.00385036
2012,September,20,0,1,2,40,L20-40,6.346615721,150.9206883,9.667726089
2012,September,20,0,1,2,80,L20-80,4.579404242,157.8371199,10.1107799
2013,May,1,1,1,4,20,L1-20,5.423362445,125.0496262,8.010473715
2013,May,1,1,1,4,40,L1-40,5.985665939,179.125165,11.47445269
2013,May,1,1,1,4,80,L1-80,4.027863381,156.1816248,10.00473195
2013,May,2,0,0,1,20,L2-20,6.685842171,147.2696968,9.433850325
2013,May,2,0,0,1,40,L2-40,5.905559888,172.2916855,11.03671263
2013,May,2,0,0,1,80,L2-80,3.809639738,162.1152426,10.38482853
2013,May,3,1,0,3,20,L3-20,6.450463194,154.4136051,9.891475876
2013,May,3,1,0,3,40,L3-40,5.292333125,167.4639295,10.72745551
2013,May,3,1,0,3,80,L3-80,5.987621647,170.7165374,10.93581156
2013,May,4,0,1,2,20,L4-20,5.93227854,138.8715458,8.895880314
2013,May,4,0,1,2,40,L4-40,6.095580162,175.4292299,11.23769792
2013,May,4,0,1,2,80,L4-80,3.697365876,163.4409309,10.46974967
2013,May,5,1,1,4,20,L5-20,6.425946663,134.1767066,8.5951376
2013,May,5,1,1,4,40,L5-40,7.400483468,175.3123681,11.23021197
2013,May,5,1,1,4,80,L5-80,3.954369931,157.4182807,10.08394984
2013,May,6,0,0,1,20,L6-20,5.370339988,132.9084739,8.513896958
2013,May,6,0,0,1,40,L6-40,5.977565502,176.5130959,11.30712837
2013,May,6,0,0,1,80,L6-80,3.342606051,136.3510367,8.73442116
2013,May,7,0,0,1,20,L7-20,5.602917966,134.4185148,8.610627384
2013,May,7,0,0,1,40,L7-40,7.053364005,172.6105755,11.05714013
2013,May,7,0,0,1,80,L7-80,4.577150655,165.5017137,10.6017596
2013,May,8,1,0,3,20,L8-20,7.000187149,130.1906728,8.339799645
2013,May,8,1,0,3,40,L8-40,8.742889894,183.4318364,11.75033009
2013,May,8,1,0,3,80,L8-80,4.102035246,162.7215543,10.42366773
2013,May,9,1,0,3,20,L9-20,8.204457268,148.2461467,9.496399901
2013,May,9,1,0,3,40,L9-40,8.58033063,184.8516206,11.84127884
2013,May,9,1,0,3,80,L9-80,5.220180911,172.2969069,11.03704711
2013,May,10,0,1,2,20,L10-20,6.495530256,145.1293653,9.296744652
2013,May,10,0,1,2,40,L10-40,6.820339988,172.4753935,11.04848063
2013,May,10,0,1,2,80,L10-80,4.688404554,168.2122243,10.77538989
2013,May,11,0,1,2,20,L11-20,4.286873051,125.2055726,8.020463353
2013,May,11,0,1,2,40,L11-40,5.560070181,168.528622,10.79565775
2013,May,11,0,1,2,80,L11-80,3.577356519,162.6807489,10.42105382
2013,May,12,1,1,4,20,L12-20,6.844627261,149.7551551,9.593064192
2013,May,12,1,1,4,40,L12-40,7.546154086,174.8514979,11.20068948
2013,May,12,1,1,4,80,L12-80,4.819836245,166.5269619,10.66743511
2013,May,13,1,0,3,20,L13-20,8.422372115,156.0478166,9.996160446
2013,May,13,1,0,3,40,L13-40,8.282184966,189.7608392,12.1557543
2013,May,13,1,0,3,80,L13-80,4.464684966,168.929158,10.82131534
2013,May,14,0,1,2,20,L14-20,5.429394885,144.004244,9.224671463
2013,May,14,0,1,2,40,L14-40,6.524393325,178.8004725,11.45365349
2013,May,14,0,1,2,80,L14-80,4.197422021,163.9193822,10.50039837
2013,May,15,1,1,4,20,L15-20,7.570315034,155.5254513,9.962698691
2013,May,15,1,1,4,40,L15-40,9.24179975,191.5843822,12.27256709
2013,May,15,1,1,4,80,L15-80,6.470341547,177.4841523,11.36933245
2013,May,16,0,0,1,20,L16-20,8.327160012,143.5325374,9.194454809
2013,May,16,0,0,1,40,L16-40,9.251646912,191.7295444,12.28186592
2013,May,16,0,0,1,80,L16-80,7.140619152,195.675165,12.53461507
2013,May,17,0,0,1,20,L17-20,6.274737991,130.7267673,8.374140867
2013,May,17,0,0,1,40,L17-40,5.390711167,142.2108124,9.109787553
2013,May,17,0,0,1,80,L17-80,3.772384591,127.7026333,8.180420438
2013,May,18,1,1,4,20,L18-20,4.282702745,124.2135233,7.956914506
2013,May,18,1,1,4,40,L18-40,3.301269495,151.7619436,9.721615346
2013,May,18,1,1,4,80,L18-80,2.513058328,145.3370945,9.3100514
2013,May,19,1,0,3,20,L19-20,5.377088272,139.3417207,8.925998848
2013,May,19,1,0,3,40,L19-40,4.262891454,132.5661495,8.49196829
2013,May,19,1,0,3,80,L19-80,3.417276981,153.6745938,9.84413618
2013,May,20,0,1,2,20,L20-20,6.428936369,129.6623879,8.305958692
2013,May,20,0,1,2,40,L20-40,9.313133188,162.2646432,10.39439885
2013,May,20,0,1,2,80,L20-80,5.079839364,166.552701,10.6690839
2013,July,1,1,1,4,20,L1-20,5.257301934,141.4148265,9.058798169
2013,July,1,1,1,4,40,L1-40,5.403549595,154.3306037,9.886158959
2013,July,1,1,1,4,80,L1-80,4.152523394,157.6402144,10.0981665
2013,July,2,0,0,1,20,L2-20,5.481590767,139.4011199,8.929803848
2013,July,2,0,0,1,40,L2-40,5.911612601,168.7778731,10.81162431
2013,July,2,0,0,1,80,L2-80,3.804616344,160.0865162,10.25487207
2013,July,3,1,0,3,20,L3-20,5.351871491,142.4951707,9.128003017
2013,July,3,1,0,3,40,L3-40,4.980539613,157.9007814,10.11485794
2013,July,3,1,0,3,80,L3-80,4.794918902,157.0753794,10.06198422
2013,July,4,0,1,2,20,L4-20,3.779725515,126.5647419,8.107529221
2013,July,4,0,1,2,40,L4-40,6.410639426,173.8543441,11.13681366
2013,July,4,0,1,2,80,L4-80,3.571331878,159.1858449,10.19717673
2013,July,5,1,1,4,20,L5-20,4.846896444,126.2099069,8.084799148
2013,July,5,1,1,4,40,L5-40,7.15407985,166.599842,10.67210367
2013,July,5,1,1,4,80,L5-80,4.172747973,151.1102482,9.679868948
2013,July,6,0,0,1,20,L6-20,3.891943231,132.2914415,8.474371001
2013,July,6,0,0,1,40,L6-40,5.876272614,167.8468237,10.75198301
2013,July,6,0,0,1,80,L6-80,4.18650655,151.5825585,9.710124272
2013,July,7,0,0,1,20,L7-20,2.823353088,119.1795825,7.634449573
2013,July,7,0,0,1,40,L7-40,6.386325639,163.316677,10.46179019
2013,July,7,0,0,1,80,L7-80,4.446901643,156.9784767,10.05577681
2013,July,8,1,0,3,20,L8-20,4.794416719,121.172725,7.762126592
2013,July,8,1,0,3,40,L8-40,7.502202121,161.5081608,10.34593999
2013,July,8,1,0,3,80,L8-80,3.608443543,135.332189,8.669155663
2013,July,9,1,0,3,20,L9-20,5.28540549,125.3520677,8.029847556
2013,July,9,1,0,3,40,L9-40,6.467626326,139.181591,8.915741232
2013,July,9,1,0,3,80,L9-80,5.259806613,169.1982764,10.83855457
2013,July,10,0,1,2,20,L10-20,6.365499064,141.2730353,9.049715284
2013,July,10,0,1,2,40,L10-40,7.663752339,180.6567504,11.57256321
2013,July,10,0,1,2,80,L10-80,5.84235184,168.9843047,10.82484794
2013,July,11,0,1,2,20,L11-20,3.365695571,124.4662426,7.973103238
2013,July,11,0,1,2,40,L11-40,4.670121647,151.6294979,9.71313112
2013,July,11,0,1,2,80,L11-80,3.400798503,157.2482934,10.07306076
2013,July,12,1,1,4,20,L12-20,4.627885215,130.0937123,8.333588535
2013,July,12,1,1,4,40,L12-40,6.817891454,158.0252891,10.12283368
2013,July,12,1,1,4,80,L12-80,4.640536494,164.093921,10.51157901
2013,July,13,1,0,3,20,L13-20,6.654260761,136.9942172,8.775622115
2013,July,13,1,0,3,40,L13-40,7.293275109,168.3860705,10.78652616
2013,July,13,1,0,3,80,L13-80,4.573190892,162.2608039,10.39415292
2013,July,14,0,1,2,20,L14-20,4.040299439,127.7132327,8.181099419
2013,July,14,0,1,2,40,L14-40,6.197083593,169.4635769,10.85554923
2013,July,14,0,1,2,80,L14-80,4.114918902,159.1634386,10.19574143
2013,July,15,1,1,4,20,L15-20,5.011781036,130.4531227,8.356611702
2013,July,15,1,1,4,40,L15-40,7.009903306,160.5767532,10.28627574
2013,July,15,1,1,4,80,L15-80,6.583742982,166.8091791,10.68551342
2013,July,16,0,0,1,20,L16-20,5.720424205,129.6115825,8.302704194
2013,July,16,0,0,1,40,L16-40,7.61536806,166.432141,10.66136106
2013,July,16,0,0,1,80,L16-80,6.122504679,167.5892045,10.7354804
2013,July,17,0,0,1,20,L17-20,4.774419838,114.0767391,7.307570863
2013,July,17,0,0,1,40,L17-40,5.41441048,137.110567,8.783075267
2013,July,17,0,0,1,80,L17-80,3.646072988,131.9554697,8.45284927
2013,July,18,1,1,4,20,L18-20,2.431787274,108.7116305,6.963891931
2013,July,18,1,1,4,40,L18-40,3.435464754,141.334756,9.053669
2013,July,18,1,1,4,80,L18-80,2.591082346,138.9551961,8.901238792
2013,July,19,1,0,3,20,L19-20,4.854566438,122.2987842,7.834259863
2013,July,19,1,0,3,40,L19-40,4.291338116,158.7733145,10.1707508
2013,July,19,1,0,3,80,L19-80,3.039953213,137.5787447,8.813065866
2013,July,20,0,1,2,20,L20-20,5.199210855,131.7935684,8.442478174
2013,July,20,0,1,2,40,L20-40,7.982638802,171.7262849,11.00049412
2013,July,20,0,1,2,80,L20-80,5.119541485,157.1636276,10.06763723
2013,September,1,1,1,4,20,L1-20,3.773948846,143.5142906,9.193285951
2013,September,1,1,1,4,40,L1-40,5.23510917,168.2325444,10.77669157
2013,September,1,1,1,4,80,L1-80,3.792526513,167.1625049,10.70814682
2013,September,2,0,0,1,20,L2-20,4.501500312,153.9825557,9.863863651
2013,September,2,0,0,1,40,L2-40,5.074451029,163.9602962,10.50301925
2013,September,2,0,0,1,80,L2-80,3.214441672,159.5626544,10.22131445
2013,September,3,1,0,3,20,L3-20,2.772701185,139.8592412,8.959150251
2013,September,3,1,0,3,40,L3-40,4.369582034,153.627086,9.841092921
2013,September,3,1,0,3,80,L3-80,4.012376794,147.720708,9.462741274
2013,September,4,0,1,2,20,L4-20,3.977492202,145.7863526,9.338830043
2013,September,4,0,1,2,40,L4-40,4.70165315,149.2253597,9.559126473
2013,September,4,0,1,2,80,L4-80,3.644694323,166.5197377,10.66697233
2013,September,5,1,1,4,20,L5-20,3.81452277,152.2406403,9.752279775
2013,September,5,1,1,4,40,L5-40,5.946712414,147.1571763,9.426642473
2013,September,5,1,1,4,80,L5-80,4.097130381,161.4221918,10.34043298
2013,September,6,0,0,1,20,L6-20,1.762641921,132.2755882,8.473355467
2013,September,6,0,0,1,40,L6-40,4.302897692,149.5603921,9.580588031
2013,September,6,0,0,1,80,L6-80,4.379897068,162.8588547,10.43246294
2013,September,7,0,0,1,20,L7-20,3.007043044,138.6579661,8.882198794
2013,September,7,0,0,1,40,L7-40,5.142629445,155.036756,9.931393771
2013,September,7,0,0,1,80,L7-80,4.198512165,154.6988999,9.909751332
2013,September,8,1,0,3,20,L8-20,4.002255147,148.5362793,9.514985258
2013,September,8,1,0,3,40,L8-40,6.378983157,156.0441608,9.995926259
2013,September,8,1,0,3,80,L8-80,4.40066126,165.7203018,10.61576195
2013,September,9,1,0,3,20,L9-20,5.185414847,154.2104344,9.878461139
2013,September,9,1,0,3,40,L9-40,7.078468497,162.8165247,10.42975136
2013,September,9,1,0,3,80,L9-80,5.140455396,170.0248068,10.89150058
2013,September,10,0,1,2,20,L10-20,3.89838116,137.9595317,8.837458378
2013,September,10,0,1,2,40,L10-40,5.704114161,163.8989591,10.49909011
2013,September,10,0,1,2,80,L10-80,4.542579538,164.918677,10.56441135
2013,September,11,0,1,2,20,L11-20,6.009466625,160.698158,10.29405271
2013,September,11,0,1,2,40,L11-40,4.117520274,157.3736812,10.08109288
2013,September,11,0,1,2,80,L11-80,3.484266999,165.7477969,10.61752324
2013,September,12,1,1,4,20,L12-20,5.392264504,149.1260423,9.552764387
2013,September,12,1,1,4,40,L12-40,9.806197754,254.6651001,16.31340118
2013,September,12,1,1,4,80,L12-80,4.768702433,168.3165021,10.78206974
2013,September,13,1,0,3,20,L13-20,4.909909545,148.77378,9.530199114
2013,September,13,1,0,3,40,L13-40,6.581097941,160.4378731,10.27737934
2013,September,13,1,0,3,80,L13-80,4.841827823,166.5342652,10.66790294
2013,September,14,0,1,2,20,L14-20,4.09948534,143.2388829,9.175643849
2013,September,14,0,1,2,40,L14-40,5.477136619,159.0374471,10.18767064
2013,September,14,0,1,2,80,L14-80,4.570387815,168.9571481,10.82310834
2013,September,15,1,1,4,20,L15-20,3.786378665,143.1281608,9.168551193
2013,September,15,1,1,4,40,L15-40,5.856035558,155.5352807,9.96332834
2013,September,15,1,1,4,80,L15-80,6.530795384,169.2854415,10.8441382
2013,September,16,0,0,1,20,L16-20,6.404407361,173.3881326,11.10694901
2013,September,16,0,0,1,40,L16-40,6.975829694,162.1620677,10.38782806
2013,September,16,0,0,1,80,L16-80,6.222635683,173.0817461,11.08732246
2013,September,17,0,0,1,20,L17-20,4.233930131,132.4715853,8.485910684
2013,September,17,0,0,1,40,L17-40,4.580302558,133.5627419,8.555808154
2013,September,17,0,0,1,80,L17-80,3.693855271,133.9856389,8.582898156
2013,September,18,1,1,4,20,L18-20,2.350979414,128.8640987,8.254821766
2013,September,18,1,1,4,40,L18-40,2.351453525,136.8938307,8.769191544
2013,September,18,1,1,4,80,L18-80,2.141338116,134.5457856,8.618780117
2013,September,19,1,0,3,20,L19-20,3.303920774,141.7002144,9.077079588
2013,September,19,1,0,3,40,L19-40,4.353072364,142.3214556,9.116875149
2013,September,19,1,0,3,80,L19-80,3.832769807,149.8241918,9.597486553
2013,September,20,0,1,2,20,L20-20,5.232030568,154.5934866,9.902998754
2013,September,20,0,1,2,40,L20-40,6.645336868,157.947842,10.11787256
2013,September,20,0,1,2,80,L20-80,5.829020586,169.917859,10.8846497
2014,May,1,1,1,4,20,L1-20,7.250165315,134.8549506,8.638584656
2014,May,1,1,1,4,40,L1-40,6.857716781,178.0249958,11.40397788
2014,May,1,1,1,4,80,L1-80,5.072997505,188.7810155,12.09298861
2014,May,2,0,0,1,20,L2-20,7.046051154,132.9575571,8.517041138
2014,May,2,0,0,1,40,L2-40,5.463063007,161.710031,10.35887142
2014,May,2,0,0,1,80,L2-80,3.928209607,163.6311171,10.48193264
2014,May,3,1,0,3,20,L3-20,6.128103556,130.7547419,8.375932869
2014,May,3,1,0,3,40,L3-40,4.632152215,158.7913794,10.171908
2014,May,3,1,0,3,80,L3-80,4.942763568,157.2026065,10.07013415
2014,May,4,0,1,2,20,L4-20,5.261478478,104.8491622,6.71646936
2014,May,4,0,1,2,40,L4-40,6.505003119,167.4364175,10.72569315
2014,May,4,0,1,2,80,L4-80,4.183986276,168.5893681,10.79954903
2014,May,5,1,1,4,20,L5-20,7.414909545,131.2462511,8.407418037
2014,May,5,1,1,4,40,L5-40,7.108212726,171.4229647,10.98106399
2014,May,5,1,1,4,80,L5-80,5.055480349,165.5771594,10.60659251
2014,May,6,0,0,1,20,L6-20,6.489747349,136.1962116,8.72450335
2014,May,6,0,0,1,40,L6-40,6.864809732,178.3003808,11.42161854
2014,May,6,0,0,1,80,L6-80,4.490823456,162.1589224,10.38762658
2014,May,7,0,0,1,20,L7-20,5.148349969,99.77867701,6.391663459
2014,May,7,0,0,1,40,L7-40,7.316921397,161.8111819,10.36535096
2014,May,7,0,0,1,80,L7-80,4.750598877,163.317512,10.46184368
2014,May,8,1,0,3,20,L8-20,5.90816282,103.0340705,6.600197945
2014,May,8,1,0,3,40,L8-40,8.837417342,168.8073709,10.81351389
2014,May,8,1,0,3,80,L8-80,7.830377417,188.3831481,12.06750196
2014,May,9,1,0,3,20,L9-20,5.466965066,97.98472779,6.27674639
2014,May,9,1,0,3,40,L9-40,6.700486588,148.320756,9.501179236
2014,May,9,1,0,3,80,L9-80,8.88886151,193.5616897,12.39922975
2014,May,10,0,1,2,20,L10-20,7.179142233,131.996756,8.455493995
2014,May,10,0,1,2,40,L10-40,6.673983157,166.9403357,10.69391506
2014,May,10,0,1,2,80,L10-80,5.012248908,170.454426,10.91902119
2014,May,11,0,1,2,20,L11-20,5.148116032,113.6046262,7.277328188
2014,May,11,0,1,2,40,L11-40,5.256291329,149.5884316,9.582384189
2014,May,11,0,1,2,80,L11-80,4.28231441,176.881543,11.33073041
2014,May,12,1,1,4,20,L12-20,6.102092951,114.2121016,7.316241933
2014,May,12,1,1,4,40,L12-40,9.842922645,177.9459859,11.39891666
2014,May,12,1,1,4,80,L12-80,7.626590767,186.4930014,11.94642266
2014,May,13,1,0,3,20,L13-20,6.278916095,111.4724485,7.140744828
2014,May,13,1,0,3,40,L13-40,7.75966937,173.8474979,11.1363751
2014,May,13,1,0,3,80,L13-80,7.398449782,197.4402821,12.64768521
2014,May,14,0,1,2,20,L14-20,4.478867748,90.13640903,5.77399761
2014,May,14,0,1,2,40,L14-40,6.149968808,165.6562793,10.61166079
2014,May,14,0,1,2,80,L14-80,4.160767311,157.5694415,10.09363292
2014,May,15,1,1,4,20,L15-20,7.156450405,115.6889591,7.410846695
2014,May,15,1,1,4,40,L15-40,7.262248908,168.325481,10.78264491
2014,May,15,1,1,4,80,L15-80,5.699812851,152.9522962,9.797867132
2014,May,16,0,0,1,20,L16-20,5.305237056,92.10944429,5.900386599
2014,May,16,0,0,1,40,L16-40,6.241840299,144.921481,9.283427966
2014,May,16,0,0,1,80,L16-80,8.464903306,198.6133427,12.7228293
2014,May,17,0,0,1,20,L17-20,3.651743606,79.46591255,5.090465346
2014,May,17,0,0,1,40,L17-40,4.433028696,112.5322257,7.208632192
2014,May,17,0,0,1,80,L17-80,2.715592639,106.3830042,6.814724443
2014,May,18,1,1,4,20,L18-20,4.272086712,95.66245698,6.127986019
2014,May,18,1,1,4,40,L18-40,4.694232689,157.7364824,10.10433325
2014,May,18,1,1,4,80,L18-80,4.147061759,189.0811227,12.11221292
2014,May,19,1,0,3,20,L19-20,6.585336868,114.2266375,7.31717308
2014,May,19,1,0,3,40,L19-40,8.265430443,179.4535853,11.49549069
2014,May,19,1,0,3,80,L19-80,5.959157829,172.1089422,11.02500643
2014,May,20,0,1,2,20,L20-20,11.11841859,152.8416671,9.79078044
2014,May,20,0,1,2,40,L20-40,9.808172177,192.6601608,12.34147948
2014,May,20,0,1,2,80,L20-80,9.295237056,203.0139661,13.0047251
2014,July,1,1,1,4,20,L1-20,5.220205864,126.7558477,8.119771104
2014,July,1,1,1,4,40,L1-40,6.01750156,165.6569958,10.61170668
2014,July,1,1,1,4,80,L1-80,3.830056145,163.1597715,10.45173912
2014,July,2,0,0,1,20,L2-20,5.268512165,145.8929563,9.345658877
2014,July,2,0,0,1,40,L2-40,4.101257018,125.25033,8.023330429
2014,July,2,0,0,1,80,L2-80,4.969847162,209.8922849,13.44533747
2014,July,3,1,0,3,20,L3-20,6.130233936,156.3429252,10.01506456
2014,July,3,1,0,3,40,L3-40,5.25944791,176.6875148,11.31830133
2014,July,3,1,0,3,80,L3-80,4.319619464,152.7794443,9.786794559
2014,July,4,0,1,2,20,L4-20,2.7874267,96.58208745,6.186895845
2014,July,4,0,1,2,40,L4-40,5.327947598,135.8279633,8.700914049
2014,July,4,0,1,2,80,L4-80,4.115502183,175.1798702,11.2217244
2014,July,5,1,1,4,20,L5-20,4.097461011,106.5219831,6.82362717
2014,July,5,1,1,4,40,L5-40,6.453820961,160.6043977,10.2880466
2014,July,5,1,1,4,80,L5-80,6.577698066,213.3103159,13.66429021
2014,July,6,0,0,1,20,L6-20,4.257286338,149.0233202,9.546184197
2014,July,6,0,0,1,40,L6-40,8.332910168,244.1145867,15.63755481
2014,July,6,0,0,1,80,L6-80,4.809993762,167.6246488,10.7377509
2014,July,7,0,0,1,20,L7-20,3.077414223,95.14343018,6.094738122
2014,July,7,0,0,1,40,L7-40,6.773817842,158.6335374,10.16179693
2014,July,7,0,0,1,80,L7-80,4.315238095,156.1102219,10.00015801
2014,July,8,1,0,3,20,L8-20,2.468374922,87.16680113,5.583770022
2014,July,8,1,0,3,40,L8-40,6.604282595,146.043323,9.355291091
2014,July,8,1,0,3,80,L8-80,6.477507798,182.0052384,11.65894486
2014,July,9,1,0,3,20,L9-20,3.455988771,100.0996982,6.41222748
2014,July,9,1,0,3,40,L9-40,6.900299439,145.1148604,9.295815493
2014,July,9,1,0,3,80,L9-80,5.730031192,166.0734274,10.63838252
2014,July,10,0,1,2,20,L10-20,3.082376794,104.5745529,6.698878395
2014,July,10,0,1,2,40,L10-40,5.890814099,157.2104711,10.07063794
2014,July,10,0,1,2,80,L10-80,4.777121023,174.1957602,11.15868414
2014,July,11,0,1,2,20,L11-20,2.526918278,100.5002962,6.437889049
2014,July,11,0,1,2,40,L11-40,5.747432938,166.2062595,10.6468915
2014,July,11,0,1,2,80,L11-80,3.356038677,162.5211735,10.41083171
2014,July,12,1,1,4,20,L12-20,4.042067998,107.7028829,6.89927343
2014,July,12,1,1,4,40,L12-40,6.598025577,149.8161072,9.596968667
2014,July,12,1,1,4,80,L12-80,5.605751716,163.0679154,10.44585498
2014,July,13,1,0,3,20,L13-20,3.088103556,96.3632835,6.172879669
2014,July,13,1,0,3,40,L13-40,6.113325016,150.2140056,9.622457306
2014,July,13,1,0,3,80,L13-80,5.477002495,168.4266657,10.78912662
2014,July,14,0,1,2,20,L14-20,2.661656269,94.1460141,6.030845493
2014,July,14,0,1,2,40,L14-40,2.790945103,91.57699013,5.86627857
2014,July,14,0,1,2,80,L14-80,4.360046787,163.1707983,10.45244547
2014,July,15,1,1,4,20,L15-20,3.378721148,97.79760226,6.264759475
2014,July,15,1,1,4,40,L15-40,8.829151591,183.2502595,11.73869861
2014,July,15,1,1,4,80,L15-80,8.051977542,184.7935882,11.83756139
2014,July,16,0,0,1,20,L16-20,2.534909545,86.14915092,5.518581232
2014,July,16,0,0,1,40,L16-40,10.05032439,177.9499915,11.39917325
2014,July,16,0,0,1,80,L16-80,5.847189644,165.3972327,10.59506674
2014,July,17,0,0,1,20,L17-20,3.691403618,100.4610014,6.435371898
2014,July,17,0,0,1,40,L17-40,3.600951341,104.4268632,6.689417666
2014,July,17,0,0,1,80,L17-80,5.05356519,161.3628829,10.33663376
2014,July,18,1,1,4,20,L18-20,2.620499064,103.2787052,6.615868791
2014,July,18,1,1,4,40,L18-40,3.472825951,144.5690465,9.260851669
2014,July,18,1,1,4,80,L18-80,2.893643169,166.4014245,10.65939341
2014,July,19,1,0,3,20,L19-20,3.489273238,91.92836107,5.888786743
2014,July,19,1,0,3,40,L19-40,6.120642545,162.030519,10.37940129
2014,July,19,1,0,3,80,L19-80,4.923521522,168.4327306,10.78951512
2014,July,20,0,1,2,20,L20-20,4.291126014,95.66108886,6.127898379
2014,July,20,0,1,2,40,L20-40,7.574884591,161.2445839,10.32905574
2014,July,20,0,1,2,80,L20-80,7.826603244,197.2829901,12.63760937
2014,September,1,1,1,4,20,L1-20,6.807211478,151.0294499,9.674693158
2014,September,1,1,1,4,40,L1-40,6.709491578,166.4129252,10.66013013
2014,September,1,1,1,4,80,L1-80,5.992766687,207.0102003,13.26071646
2014,September,2,0,0,1,20,L2-20,8.047345602,173.6089111,11.12109167
2014,September,2,0,0,1,40,L2-40,7.580296319,187.9921241,12.04245369
2014,September,2,0,0,1,80,L2-80,4.263727386,168.6917715,10.8061088
2014,September,3,1,0,3,20,L3-20,4.860530256,155.8415769,9.982949107
2014,September,3,1,0,3,40,L3-40,5.779179663,165.4882877,10.60089956
2014,September,3,1,0,3,80,L3-80,5.703349969,164.1807052,10.51713824
2014,September,4,0,1,2,20,L4-20,5.875898316,144.214048,9.238111116
2014,September,4,0,1,2,40,L4-40,6.594223331,154.077701,9.869958482
2014,September,4,0,1,2,80,L4-80,5.687542109,193.2380621,12.37849877
2014,September,5,1,1,4,20,L5-20,8.21238927,177.2609873,11.35503691
2014,September,5,1,1,4,40,L5-40,6.771353712,136.8452017,8.766076457
2014,September,5,1,1,4,80,L5-80,7.147723019,189.8461834,12.16122129
2014,September,6,0,0,1,20,L6-20,3.348811603,133.1933343,8.532144586
2014,September,6,0,0,1,40,L6-40,5.825308796,160.1394838,10.25826507
2014,September,6,0,0,1,80,L6-80,5.188150343,161.7958307,10.3643676
2014,September,7,0,0,1,20,L7-20,5.672916407,135.2435684,8.663478792
2014,September,7,0,0,1,40,L7-40,5.1855864,132.9614499,8.517290504
2014,September,7,0,0,1,80,L7-80,4.475165315,152.3231171,9.757563082
2014,September,8,1,0,3,20,L8-20,6.31540549,151.1580056,9.682928199
